mileage_kmpl,engine_cc,fuel_type,owner_count,price_usd,brand,transmission,color,service_history,accidents_reported,insurance_valid,car_age
14.65,2500,Petrol,2,9661.18,BMW,Manual,Black,Full,2,No,5
11.78,1200,Diesel,1,6237.35,Kia,Manual,Black,Full,0,Yes,6
17.47,3000,Petrol,1,9680.14,Ford,Manual,Silver,Full,1,No,5
19.1,800,Electric,2,11353.75,Toyota,Automatic,Blue,Full,2,Yes,5
17.16,800,Petrol,3,4440.28,Honda,Automatic,Gray,Partial,0,Yes,17
19.02,5000,Petrol,3,12248.12,Kia,Manual,Red,Partial,0,Yes,3
21.88,1200,Electric,2,9568.23,Toyota,Manual,White,Partial,1,Yes,14
21.86,2000,Petrol,2,6485.07,Kia,Automatic,Silver,Partial,0,Yes,13
22.29,2500,Diesel,2,7895.45,Toyota,Automatic,Gray,Full,0,Yes,10
23.03,1000,Petrol,1,4101.09,Toyota,Manual,Silver,Full,1,Yes,28
20.49,2000,Petrol,1,6653.41,Kia,Automatic,White,Partial,0,Yes,29
19.78,1800,Electric,2,7437.16,Toyota,Automatic,Silver,Full,0,Yes,30
27.71,2000,Petrol,1,8522.69,Volkswagen,Manual,Red,Full,0,Yes,21
21.92,800,Diesel,5,4860.12,Honda,Automatic,Blue,No Record,0,No,12
13.77,5000,Petrol,2,9824.74,Volkswagen,Automatic,Blue,Full,1,Yes,14
8.68,2500,Diesel,1,8167.05,Hyundai,Automatic,Red,No Record,1,Yes,19
16.79,3000,Diesel,3,4452.99,Hyundai,Automatic,Red,No Record,0,Yes,30
21.12,2500,Diesel,2,6999.51,Nissan,Manual,Blue,No Record,0,No,19
22.79,4000,Electric,2,13312.85,Tesla,Automatic,Gray,Partial,0,Yes,14
11.75,800,Petrol,2,6507.19,Toyota,Manual,Red,No Record,0,No,7
21.65,5000,Diesel,4,8424.42,Volkswagen,Manual,Silver,No Record,1,Yes,28
23.67,4000,Diesel,2,9118.97,Toyota,Automatic,Blue,Full,0,Yes,20
21.04,1200,Petrol,3,6728.04,Hyundai,Automatic,White,No Record,0,Yes,14
20.08,1000,Diesel,1,7080.15,Tesla,Automatic,White,No Record,0,Yes,8
17.34,2000,Diesel,2,9116.29,Toyota,Manual,Red,Full,1,No,5
15.7,1800,Diesel,5,5447.9,Hyundai,Manual,White,Full,1,Yes,28
21.93,1500,Petrol,1,5643.43,Ford,Automatic,White,Partial,1,Yes,23
20.92,1500,Petrol,3,7200.08,Tesla,Manual,Blue,Full,0,Yes,11
16.36,3000,Petrol,4,4342.86,Ford,Automatic,Silver,Full,0,Yes,27
30.71,5000,Petrol,3,12750.76,Tesla,Automatic,Black,Full,0,No,10
10.45,1200,Petrol,4,5156.71,Honda,Manual,White,Full,1,Yes,9
16.84,800,Diesel,1,5705.15,Nissan,Manual,Red,Full,0,No,24
14.14,1800,Petrol,4,3452.75,Ford,Manual,Black,Full,0,Yes,17
19.92,3000,Diesel,1,9371.98,Toyota,Automatic,White,Partial,0,No,17
8.26,1200,Diesel,3,1250.3,Toyota,Manual,Silver,Partial,0,Yes,27
24.35,1000,Petrol,3,5530.85,BMW,Automatic,Gray,Full,1,Yes,15
23.03,800,Petrol,4,5496.32,Hyundai,Automatic,White,Full,0,Yes,7
19.34,1500,Diesel,5,6162.61,Ford,Manual,Red,No Record,0,Yes,2
16.45,1000,Diesel,3,5949.88,Honda,Manual,Silver,Partial,0,No,9
21.58,3000,Diesel,4,4733.86,Toyota,Automatic,Red,No Record,1,Yes,30
19.64,5000,Diesel,2,8660.99,Ford,Manual,Red,Full,1,Yes,14
22.76,4000,Petrol,1,12044.45,Toyota,Manual,Red,Full,1,Yes,6
17.39,5000,Petrol,2,9776.41,Nissan,Automatic,Red,Full,1,Yes,21
17.09,800,Diesel,2,5600.29,Nissan,Automatic,Red,Full,1,Yes,9
23.39,1000,Petrol,2,5399.45,Kia,Manual,Silver,Full,0,Yes,15
21.17,2000,Petrol,4,6932.92,Ford,Automatic,Blue,Full,0,Yes,15
17.13,5000,Petrol,3,13023.85,BMW,Manual,Silver,Full,0,Yes,5
19.84,2500,Diesel,2,5526.33,Tesla,Automatic,Blue,Full,0,Yes,23
18.92,1000,Diesel,4,7798.73,Nissan,Automatic,Gray,Partial,1,Yes,2
20.34,3000,Diesel,3,7644.59,Hyundai,Manual,Silver,Partial,1,Yes,24
24.35,5000,Petrol,1,14149.77,Hyundai,Automatic,Red,Full,0,Yes,3
16.25,4000,Diesel,3,7709.81,Tesla,Automatic,Silver,No Record,1,Yes,25
14.78,3000,Electric,3,11610.74,Nissan,Manual,Silver,Full,1,Yes,15
19.37,4000,Diesel,2,10363.04,Nissan,Manual,Blue,Full,0,Yes,11
15.32,2000,Diesel,4,6470.38,Nissan,Automatic,Silver,Full,2,Yes,15
13.45,2500,Petrol,5,4701.49,BMW,Manual,Gray,Full,1,No,24
22.97,2000,Diesel,1,7932.13,Tesla,Manual,Silver,Partial,0,Yes,22
16.56,2500,Petrol,4,6912.96,Nissan,Manual,White,Full,0,Yes,17
8.66,1200,Petrol,2,3375.57,Hyundai,Manual,Red,Partial,0,Yes,20
22.24,1500,Petrol,4,7458.95,Kia,Manual,Red,Full,2,No,5
15.81,4000,Petrol,5,10622.37,Toyota,Automatic,White,Full,1,Yes,5
20.89,1200,Diesel,1,7141.05,Volkswagen,Automatic,Gray,No Record,1,Yes,17
23.42,1000,Diesel,3,5008.66,BMW,Manual,Silver,Full,0,Yes,24
18.95,2500,Diesel,1,5943.31,Toyota,Manual,Black,No Record,1,Yes,30
7.82,2000,Petrol,5,7292.01,Chevrolet,Automatic,Silver,Full,1,Yes,5
8.18,1200,Diesel,1,6866.86,Nissan,Automatic,Red,No Record,0,Yes,6
14.64,2000,Diesel,1,8363.17,BMW,Automatic,Silver,No Record,0,No,18
17.72,2500,Diesel,2,7195.06,Hyundai,Manual,Black,No Record,2,Yes,11
24.0,2000,Petrol,3,5028.54,Chevrolet,Manual,White,No Record,2,Yes,28
19.46,800,Petrol,5,4362.17,Chevrolet,Automatic,Red,No Record,0,Yes,11
31.09,800,Diesel,2,5860.23,Volkswagen,Automatic,Black,Partial,0,Yes,27
10.54,4000,Diesel,1,10830.74,Volkswagen,Automatic,Black,No Record,1,Yes,2
18.61,2000,Electric,1,11340.06,Chevrolet,Automatic,Black,Partial,0,No,5
15.77,1000,Petrol,4,4499.03,Nissan,Manual,Blue,No Record,2,No,20
19.17,800,Diesel,2,3149.56,Volkswagen,Manual,White,No Record,1,Yes,29
26.76,1000,Petrol,5,5377.35,Hyundai,Manual,Red,Partial,0,Yes,17
27.07,3000,Petrol,5,6718.67,Honda,Manual,White,No Record,0,Yes,19
18.27,1800,Diesel,5,6141.47,Volkswagen,Automatic,Gray,Full,4,Yes,14
22.31,2500,Diesel,5,7074.94,Kia,Automatic,Blue,No Record,0,Yes,19
19.08,2500,Diesel,1,11210.38,Kia,Manual,Gray,Full,1,Yes,5
12.62,1000,Petrol,1,3811.86,Volkswagen,Manual,Red,Full,2,Yes,19
18.07,1500,Petrol,2,2872.26,Toyota,Automatic,Silver,Full,1,No,30
15.47,1000,Petrol,3,4213.97,Honda,Manual,White,Full,0,Yes,18
17.69,2500,Petrol,5,7186.13,Ford,Automatic,Blue,No Record,1,Yes,17
13.74,1800,Diesel,1,7054.18,Toyota,Automatic,Silver,Full,0,Yes,7
18.78,800,Diesel,2,2171.13,BMW,Manual,Gray,Full,2,Yes,29
19.53,1000,Diesel,5,3144.98,Honda,Manual,Blue,No Record,2,Yes,19
21.52,2000,Diesel,3,8667.95,Ford,Automatic,Red,Full,0,Yes,5
19.55,1500,Diesel,5,5861.19,Tesla,Automatic,Gray,Full,0,Yes,10
26.17,2500,Diesel,4,8703.0,BMW,Manual,White,Full,2,Yes,3
28.96,1000,Petrol,5,4642.81,Volkswagen,Manual,Blue,Full,1,Yes,15
15.98,1000,Petrol,4,2424.46,Kia,Manual,Gray,Full,0,Yes,27
22.85,2000,Petrol,3,5195.88,Toyota,Automatic,Red,Partial,1,No,23
28.57,3000,Diesel,4,5675.33,Kia,Manual,Blue,Full,0,Yes,29
22.98,800,Diesel,3,4987.24,Chevrolet,Automatic,Black,Full,2,Yes,21
21.59,1800,Diesel,2,5562.08,BMW,Automatic,Gray,Full,1,Yes,22
8.89,800,Diesel,4,3717.68,Tesla,Manual,Gray,Partial,0,No,8
15.21,2000,Diesel,5,4729.1,Nissan,Manual,Gray,Full,1,No,16
15.94,2500,Petrol,5,5905.13,Ford,Manual,White,Full,0,Yes,18
24.94,2000,Petrol,2,8998.93,Chevrolet,Manual,Gray,Partial,0,Yes,8
14.35,4000,Petrol,1,9713.84,Chevrolet,Manual,Gray,Full,0,Yes,14
17.57,1200,Electric,3,8163.88,BMW,Manual,Black,No Record,1,No,15
22.2,3000,Petrol,1,11152.22,Toyota,Manual,Blue,Full,1,Yes,3
14.12,1200,Diesel,1,5248.58,Nissan,Manual,Silver,Partial,1,No,29
19.4,2500,Diesel,2,8559.41,Nissan,Manual,Red,Full,0,No,11
18.74,1800,Petrol,2,6630.73,Kia,Automatic,Silver,Partial,0,Yes,11
22.39,800,Diesel,4,4845.36,Nissan,Manual,Silver,Full,0,Yes,4
21.29,1500,Diesel,4,6351.71,Chevrolet,Automatic,Black,Full,1,No,17
21.14,4000,Diesel,4,7402.04,Ford,Manual,Gray,No Record,0,Yes,28
19.0,3000,Diesel,4,9048.04,Hyundai,Manual,Red,Full,1,Yes,8
9.62,1200,Petrol,4,4034.21,Tesla,Automatic,Gray,Full,2,Yes,19
18.7,1000,Diesel,5,2189.77,Chevrolet,Manual,Blue,No Record,0,No,23
18.28,4000,Petrol,2,7215.71,Honda,Automatic,Blue,Full,1,Yes,29
21.83,800,Petrol,3,3479.3,BMW,Automatic,Blue,Full,0,Yes,27
15.89,4000,Diesel,3,11314.96,Chevrolet,Manual,Blue,Full,1,Yes,17
18.21,2500,Petrol,3,6616.2,Volkswagen,Manual,Gray,No Record,1,Yes,15
18.37,1000,Diesel,3,5030.79,Chevrolet,Automatic,Black,Partial,0,No,12
14.44,1800,Petrol,3,4568.84,Tesla,Automatic,Red,No Record,0,Yes,29
12.23,1000,Diesel,5,3362.47,Nissan,Manual,Blue,Full,0,Yes,19
19.91,1800,Petrol,2,8440.25,Volkswagen,Automatic,White,Full,0,Yes,2
23.04,2500,Electric,4,8527.29,Toyota,Automatic,Blue,Partial,0,Yes,17
14.88,1800,Petrol,4,3623.39,Ford,Automatic,Black,Full,0,Yes,25
16.91,1000,Petrol,4,5794.38,Kia,Automatic,White,Partial,1,No,18
22.15,1800,Diesel,2,5014.25,Tesla,Manual,Silver,No Record,0,Yes,27
22.63,5000,Electric,2,16826.37,Chevrolet,Automatic,Black,No Record,1,Yes,9
19.16,2000,Electric,5,7894.92,Kia,Automatic,Gray,Full,0,Yes,13
20.07,1800,Petrol,5,5746.86,BMW,Manual,Blue,Partial,0,Yes,19
20.66,1000,Diesel,4,6365.66,Tesla,Manual,Red,Full,0,Yes,11
21.56,2000,Diesel,2,9165.93,Nissan,Manual,Red,No Record,0,Yes,4
12.64,2000,Diesel,4,7546.4,BMW,Manual,White,Partial,1,Yes,9
27.59,1000,Petrol,5,5851.4,Kia,Automatic,Black,Full,2,Yes,10
19.37,1500,Petrol,4,7905.57,Ford,Manual,White,No Record,1,Yes,12
21.65,2500,Diesel,5,5428.95,Chevrolet,Automatic,Gray,Full,1,Yes,23
14.19,800,Diesel,1,3617.92,Kia,Manual,White,Partial,2,Yes,24
17.07,800,Diesel,3,4978.82,Chevrolet,Manual,Gray,No Record,3,Yes,15
19.88,2000,Diesel,1,7034.73,Hyundai,Manual,Red,Full,0,Yes,12
8.98,2500,Diesel,4,4465.4,Hyundai,Automatic,Black,Partial,0,Yes,25
13.49,1800,Petrol,4,5000.61,Honda,Manual,Red,Full,0,Yes,11
14.37,5000,Diesel,2,13745.73,Kia,Automatic,Black,Full,0,No,4
11.61,3000,Diesel,3,8930.52,Toyota,Automatic,Red,Full,0,Yes,10
18.53,1500,Petrol,5,3363.01,Chevrolet,Manual,Black,Partial,0,No,20
17.63,1200,Diesel,4,2721.26,Ford,Manual,Silver,Full,0,Yes,26
25.12,2500,Diesel,5,8134.15,Honda,Manual,Red,Partial,1,Yes,15
12.4,1500,Electric,5,7736.43,Chevrolet,Automatic,Gray,Partial,0,Yes,24
19.17,800,Petrol,5,5561.96,Volkswagen,Manual,Silver,Partial,1,No,4
13.6,3000,Diesel,1,7713.5,Toyota,Manual,White,Full,0,No,26
9.41,1800,Electric,5,7234.47,Kia,Automatic,Red,Partial,0,Yes,20
20.94,3000,Petrol,2,9524.63,Tesla,Manual,Gray,Partial,0,Yes,16
21.35,3000,Diesel,1,5214.21,Honda,Manual,White,Full,0,Yes,28
20.76,1800,Electric,1,11182.34,Hyundai,Automatic,Red,Full,0,No,5
11.42,3000,Diesel,4,6591.19,BMW,Manual,White,Partial,1,Yes,26
18.42,2500,Electric,3,10626.79,Nissan,Manual,Blue,Full,2,Yes,8
20.99,1200,Diesel,3,6257.26,Ford,Automatic,Black,Full,0,No,10
22.76,1500,Petrol,4,6202.01,Nissan,Automatic,White,Partial,0,Yes,26
21.14,2500,Petrol,3,6146.34,Tesla,Manual,Black,Partial,1,No,22
22.83,1500,Diesel,5,5376.58,Honda,Manual,White,Partial,0,Yes,16
23.34,2000,Petrol,2,6172.04,Toyota,Automatic,Red,Full,0,Yes,28
18.52,1000,Diesel,5,7240.2,Toyota,Automatic,Black,Full,1,Yes,2
20.49,1000,Petrol,3,4473.35,Nissan,Manual,Gray,Partial,2,Yes,25
23.0,1200,Electric,3,8595.27,Hyundai,Manual,Black,Partial,1,Yes,14
19.95,5000,Petrol,2,13304.86,Volkswagen,Manual,Silver,No Record,0,Yes,5
23.99,2500,Diesel,1,9552.53,BMW,Manual,Gray,Full,1,Yes,10
22.37,1200,Diesel,1,6591.58,Chevrolet,Automatic,Gray,Full,0,No,23
14.84,1200,Diesel,2,6187.56,Honda,Manual,Gray,Full,0,Yes,10
11.47,1500,Petrol,1,7598.86,Ford,Manual,Black,Partial,1,Yes,6
18.1,5000,Electric,3,12843.89,Nissan,Manual,Black,Partial,0,Yes,20
12.09,2000,Petrol,1,7355.29,Volkswagen,Manual,Black,Full,0,Yes,25
18.42,800,Petrol,3,2783.64,Hyundai,Manual,Gray,Full,2,Yes,23
17.96,2000,Diesel,4,7279.51,Kia,Automatic,White,Full,0,Yes,21
24.5,3000,Diesel,5,8862.03,Ford,Manual,Gray,Full,0,Yes,7
20.53,3000,Diesel,1,12226.6,Kia,Automatic,Gray,Full,0,Yes,2
22.89,2000,Diesel,4,4814.37,Nissan,Automatic,Blue,Partial,0,Yes,28
15.55,2000,Petrol,1,7126.94,Tesla,Automatic,Black,Partial,0,Yes,8
25.65,1200,Petrol,4,4992.64,Nissan,Manual,Blue,Full,2,Yes,17
22.47,1000,Petrol,2,8268.79,Toyota,Manual,Gray,Full,1,Yes,8
20.14,2500,Electric,4,8718.73,Nissan,Manual,Black,Full,0,Yes,17
8.97,3000,Diesel,3,3488.14,Tesla,Manual,Red,No Record,0,Yes,21
23.89,5000,Petrol,2,9858.15,Tesla,Manual,Blue,Partial,1,Yes,19
26.87,2000,Petrol,2,6631.45,Chevrolet,Manual,Silver,Full,1,Yes,25
18.06,1800,Petrol,3,4684.98,BMW,Manual,Black,Full,0,No,19
18.16,1500,Diesel,1,7937.48,Toyota,Manual,Red,No Record,1,Yes,8
15.42,800,Petrol,2,5240.37,Nissan,Manual,Blue,Full,0,Yes,17
9.84,4000,Diesel,1,8111.02,Honda,Manual,Gray,Partial,0,Yes,29
15.19,5000,Petrol,5,9048.0,Nissan,Manual,Red,Full,0,Yes,22
26.3,1500,Diesel,4,7433.06,Ford,Automatic,Silver,No Record,0,No,21
23.4,1000,Petrol,4,8288.41,Hyundai,Manual,Silver,Partial,1,No,5
14.14,1500,Petrol,3,4543.24,Ford,Automatic,Silver,Full,0,Yes,14
15.11,1800,Diesel,3,6688.37,Tesla,Manual,Silver,Full,2,Yes,14
28.68,1000,Diesel,4,4462.19,Kia,Automatic,Red,Full,1,No,28
12.9,2500,Diesel,5,5044.2,Ford,Manual,Gray,Full,0,Yes,12
14.42,1200,Petrol,3,2131.08,Honda,Automatic,Blue,Partial,0,No,30
15.85,3000,Diesel,5,4575.68,Ford,Manual,Silver,Full,0,Yes,19
11.21,1500,Petrol,3,3093.91,Honda,Automatic,Red,Full,1,Yes,24
15.31,1800,Diesel,2,5281.94,Ford,Manual,Gray,Full,0,Yes,27
15.39,1200,Petrol,1,6215.85,Volkswagen,Automatic,Red,Full,0,Yes,21
13.49,1800,Petrol,4,6983.6,Toyota,Manual,Blue,Partial,0,Yes,18
24.64,4000,Petrol,1,10048.09,Ford,Manual,Red,Full,0,Yes,29
12.17,1000,Petrol,4,3367.73,Chevrolet,Manual,Gray,Partial,0,Yes,21
17.29,2500,Petrol,3,9809.0,Honda,Automatic,White,Full,0,No,10
13.61,5000,Diesel,1,13986.86,Ford,Manual,Gray,Full,0,Yes,9
16.95,3000,Petrol,5,7726.05,Kia,Manual,Blue,Full,0,Yes,6
13.38,1200,Petrol,3,2882.78,Honda,Automatic,Gray,Full,0,Yes,27
18.38,1500,Petrol,2,7349.98,Toyota,Manual,Red,Full,0,No,13
19.61,5000,Petrol,1,9251.75,Nissan,Manual,Black,No Record,0,No,26
25.01,1000,Petrol,1,7741.63,Honda,Automatic,Black,Full,0,Yes,12
15.06,5000,Petrol,2,9545.59,BMW,Manual,Silver,Full,1,Yes,29
26.09,4000,Petrol,4,10165.2,Hyundai,Automatic,Blue,Full,0,Yes,19
13.97,1200,Diesel,3,5900.17,Toyota,Manual,Gray,Partial,1,No,14
16.81,4000,Diesel,2,8677.56,BMW,Manual,Red,Full,0,Yes,21
26.82,2500,Diesel,5,5707.79,Hyundai,Manual,Red,Full,0,Yes,29
32.51,2000,Diesel,3,6387.31,BMW,Automatic,White,Full,0,No,25
26.43,1200,Electric,2,9630.62,Honda,Automatic,White,Full,0,Yes,23
16.88,2500,Petrol,2,9831.52,Toyota,Manual,Silver,Full,0,Yes,2
20.57,1200,Petrol,1,8088.46,BMW,Manual,Blue,No Record,0,Yes,12
21.41,2000,Electric,1,8400.14,Honda,Automatic,Silver,Full,0,Yes,20
19.73,3000,Diesel,1,9325.73,Nissan,Automatic,White,Partial,1,Yes,6
12.96,1800,Diesel,3,5375.15,Volkswagen,Manual,White,Partial,0,No,19
19.17,1200,Diesel,4,2697.11,BMW,Manual,Blue,Partial,1,Yes,22
15.47,2000,Diesel,3,5169.53,Ford,Automatic,Gray,Full,1,Yes,29
13.16,3000,Diesel,1,8299.88,Chevrolet,Automatic,Silver,Full,0,Yes,23
16.44,5000,Diesel,1,13834.26,Ford,Manual,White,No Record,0,Yes,5
19.58,1200,Petrol,3,4485.32,Nissan,Manual,Red,No Record,0,Yes,20
23.01,1800,Diesel,2,8813.15,Tesla,Automatic,Black,Partial,2,Yes,3
16.73,4000,Electric,2,14553.08,Hyundai,Manual,White,Partial,2,Yes,10
17.61,5000,Diesel,1,10824.37,BMW,Manual,Gray,Full,0,Yes,27
22.02,5000,Petrol,1,10781.05,Toyota,Automatic,Silver,Partial,1,No,21
18.35,1200,Diesel,4,6072.9,Hyundai,Manual,White,Partial,0,Yes,10
19.91,1000,Petrol,2,7873.44,Volkswagen,Manual,Red,Partial,0,Yes,11
18.39,3000,Electric,4,11174.26,Tesla,Automatic,Black,Partial,0,Yes,15
19.01,2500,Diesel,1,6860.03,BMW,Manual,Black,Full,0,Yes,23
12.6,4000,Petrol,1,7889.93,Volkswagen,Manual,Red,Full,1,Yes,27
18.61,1500,Diesel,4,6960.45,Chevrolet,Manual,Silver,Partial,0,Yes,2
25.14,1200,Diesel,4,4374.82,Honda,Manual,Red,Full,0,Yes,21
18.84,5000,Petrol,1,10350.32,Chevrolet,Manual,Gray,Full,0,Yes,19
13.83,1800,Petrol,5,6817.76,BMW,Automatic,Red,Partial,0,Yes,2
25.38,800,Petrol,1,4787.44,Hyundai,Manual,Blue,Full,2,Yes,17
21.61,1800,Diesel,2,7972.15,Toyota,Automatic,Gray,No Record,1,No,15
21.84,1200,Petrol,1,7391.98,BMW,Automatic,Blue,Full,0,Yes,9
21.7,800,Diesel,3,6826.16,Honda,Manual,Blue,Partial,0,Yes,13
12.37,1200,Petrol,1,5440.17,Volkswagen,Manual,Black,Partial,0,Yes,10
21.24,1800,Petrol,5,6413.09,Tesla,Manual,Black,Full,1,No,9
24.92,1800,Petrol,2,8451.43,Ford,Manual,White,No Record,0,Yes,10
15.6,5000,Petrol,1,10017.07,Chevrolet,Manual,Blue,Full,0,Yes,19
8.36,3000,Electric,4,10192.21,Chevrolet,Automatic,Silver,Full,1,Yes,13
19.83,800,Electric,2,5981.01,Kia,Automatic,Silver,Full,2,Yes,24
18.16,2500,Petrol,2,8858.45,Ford,Manual,Blue,Full,0,Yes,11
10.26,1800,Petrol,5,7014.63,Volkswagen,Manual,Black,No Record,0,No,7
21.03,1200,Electric,4,9866.63,Volkswagen,Manual,Red,Full,0,Yes,8
20.65,1500,Petrol,3,4334.41,Kia,Manual,Gray,Full,0,Yes,24
10.67,1200,Petrol,1,5596.25,Ford,Manual,Black,Partial,0,Yes,22
27.45,3000,Petrol,3,9266.67,BMW,Manual,White,Full,0,No,30
21.76,1500,Diesel,4,7509.76,Hyundai,Manual,Blue,No Record,0,Yes,5
8.55,1200,Petrol,2,2569.89,Volkswagen,Manual,Black,Full,0,Yes,25
22.09,1000,Diesel,5,3128.2,Ford,Manual,Red,Full,0,Yes,25
21.95,1200,Diesel,5,4517.06,Volkswagen,Automatic,White,Partial,0,Yes,9
25.08,2500,Petrol,2,11742.42,Hyundai,Manual,Black,Partial,1,Yes,2
14.88,2000,Petrol,5,4892.79,Kia,Automatic,Blue,Full,0,Yes,19
22.17,5000,Electric,3,14932.91,Honda,Automatic,Red,Partial,1,Yes,9
16.82,1800,Diesel,2,6539.22,Honda,Manual,Black,Full,0,Yes,19
15.22,3000,Diesel,1,7329.83,Honda,Manual,Gray,Full,0,Yes,21
13.67,800,Petrol,1,6096.58,Chevrolet,Automatic,Blue,Partial,1,No,8
8.48,1200,Petrol,4,5219.95,Kia,Manual,Blue,No Record,1,Yes,5
20.7,1000,Diesel,2,6191.58,Chevrolet,Automatic,Black,Full,3,Yes,25
16.63,1000,Petrol,3,3919.33,Ford,Automatic,Black,No Record,1,Yes,14
5.0,800,Electric,2,7926.65,BMW,Automatic,Black,Partial,2,Yes,12
18.38,1800,Petrol,2,6401.55,Kia,Manual,Red,Full,0,Yes,13
23.79,1800,Diesel,3,7219.06,Ford,Automatic,Black,Full,0,Yes,25
11.47,1200,Petrol,5,3859.09,Toyota,Automatic,Gray,No Record,1,Yes,7
14.44,4000,Diesel,3,8688.9,Kia,Manual,Gray,Full,0,No,12
20.2,2000,Diesel,2,7192.29,Nissan,Automatic,Silver,Full,0,Yes,21
5.21,5000,Petrol,2,11226.1,Nissan,Manual,Gray,Partial,0,Yes,7
15.33,2000,Petrol,2,6356.55,Honda,Manual,Black,Full,0,Yes,23
19.73,5000,Diesel,2,13738.8,Chevrolet,Manual,White,Full,0,Yes,10
15.19,2000,Electric,4,10114.32,Hyundai,Automatic,Silver,Full,0,Yes,7
11.51,1000,Diesel,5,2800.87,Toyota,Manual,White,Partial,0,Yes,25
11.75,5000,Petrol,2,9615.71,Volkswagen,Automatic,Gray,Full,0,Yes,10
9.94,5000,Diesel,4,11308.45,Honda,Automatic,White,Full,0,Yes,6
14.83,3000,Petrol,2,6634.99,Honda,Manual,Blue,No Record,0,Yes,24
23.28,2000,Petrol,5,8902.03,Nissan,Automatic,Red,Partial,1,Yes,7
29.81,1200,Petrol,5,1354.02,Nissan,Manual,Silver,Full,0,No,30
18.18,5000,Petrol,3,12001.43,BMW,Manual,Silver,Partial,1,Yes,4
21.84,4000,Petrol,4,8506.23,Honda,Manual,Blue,Full,1,Yes,13
13.3,1000,Diesel,5,4910.36,Nissan,Manual,White,Full,0,Yes,7
7.54,2500,Petrol,1,9108.04,Kia,Automatic,Red,No Record,0,Yes,3
27.26,1200,Petrol,2,8358.64,Hyundai,Manual,Red,Full,1,Yes,6
15.02,2000,Petrol,5,6605.68,Nissan,Manual,Blue,No Record,0,No,11
21.59,1800,Diesel,4,6695.24,Nissan,Automatic,Black,Full,0,Yes,19
18.79,2000,Petrol,4,6518.98,Ford,Automatic,Red,Partial,1,Yes,15
22.97,3000,Petrol,4,5924.42,Honda,Manual,Black,No Record,0,Yes,21
22.77,1200,Petrol,3,7026.85,Kia,Manual,Blue,Full,1,Yes,4
19.39,1000,Petrol,2,5511.45,Honda,Manual,White,Full,0,Yes,21
19.94,3000,Petrol,1,9244.54,BMW,Manual,Black,Partial,1,Yes,17
24.06,800,Petrol,4,5694.17,Hyundai,Manual,Silver,Full,0,Yes,6
15.95,1000,Petrol,2,6950.07,Tesla,Manual,Black,Full,0,Yes,11
25.78,5000,Petrol,4,11184.12,Toyota,Manual,White,Full,0,Yes,21
14.46,800,Petrol,4,3957.32,Chevrolet,Automatic,Black,Partial,1,Yes,21
18.38,1800,Diesel,1,9186.39,Kia,Automatic,Blue,Partial,5,Yes,5
21.15,3000,Diesel,2,9574.29,Ford,Automatic,Black,Full,4,Yes,6
9.85,1000,Diesel,4,4288.17,Nissan,Manual,Gray,Full,1,Yes,20
24.91,1500,Electric,3,11371.74,Nissan,Automatic,Silver,Full,0,Yes,8
20.38,1500,Electric,4,7029.76,Nissan,Manual,Black,Full,2,No,29
34.5,2500,Petrol,2,12044.5,Toyota,Manual,Blue,Partial,1,Yes,6
28.4,800,Petrol,5,5347.92,Honda,Manual,Black,Full,0,Yes,11
17.95,4000,Diesel,4,8425.74,Toyota,Manual,Red,Full,0,Yes,23
26.93,1200,Petrol,3,7374.33,Ford,Automatic,White,No Record,0,Yes,8
22.24,2000,Diesel,3,8281.67,Toyota,Automatic,Silver,No Record,2,Yes,2
19.16,5000,Electric,4,11005.17,Nissan,Automatic,White,Partial,1,No,24
9.7,1800,Diesel,2,2548.14,Hyundai,Manual,Silver,Partial,0,No,23
10.88,1500,Petrol,4,2590.19,Nissan,Automatic,White,No Record,0,Yes,30
18.02,4000,Diesel,3,9572.73,Kia,Automatic,Gray,Partial,0,Yes,10
15.52,4000,Petrol,4,6161.22,Toyota,Automatic,Silver,Full,0,Yes,29
19.13,800,Electric,3,7425.29,Toyota,Automatic,Black,Full,0,Yes,13
24.86,2500,Petrol,5,5460.61,BMW,Automatic,White,Full,0,No,16
22.32,5000,Petrol,4,9896.09,BMW,Manual,Silver,Full,1,Yes,30
14.52,4000,Diesel,1,10520.31,Tesla,Automatic,Black,Full,2,No,26
22.62,1800,Petrol,4,2418.21,Nissan,Manual,Silver,Partial,2,Yes,29
13.43,800,Petrol,3,5198.88,Chevrolet,Manual,Silver,Partial,0,Yes,11
12.29,3000,Petrol,2,4740.57,Chevrolet,Automatic,Blue,Partial,1,Yes,28
19.91,1800,Petrol,3,7747.95,Volkswagen,Manual,Blue,Full,0,Yes,12
13.93,2000,Electric,5,9783.73,Tesla,Automatic,White,Full,0,Yes,13
14.79,2500,Petrol,2,10153.3,Ford,Manual,Black,Full,0,Yes,2
22.97,5000,Petrol,1,12635.98,BMW,Manual,Red,Partial,2,Yes,9
21.29,2500,Diesel,1,8301.12,Tesla,Manual,Gray,No Record,0,Yes,13
16.14,2500,Petrol,5,5351.38,Hyundai,Automatic,Silver,No Record,0,Yes,17
9.87,800,Diesel,5,4678.65,Hyundai,Manual,White,Full,0,Yes,7
14.32,2500,Petrol,5,4448.09,Tesla,Automatic,Blue,Partial,0,Yes,23
